Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer County,Customer City,Customer Zip Code,Order ID
Wine,Coca-Cola GB,Alcoholic,689,5950,5776,174,4/25/2021,Lily Harris,Essex,Chelmsford,CM1 6WB,0-3888-60205-711
Vodka,Britvic,Alcoholic,296,10286,12318,-2032,5/27/2023,Charlie Roberts,Northamptonshire,Northampton,NN1 8CA,1-9064-21425-511
Black Tea,Coca-Cola GB,Tea,323,8672,3527,5145,8/24/2023,Olivia Mitchell,Denbighshire,Ruthin,LL15 6SP,0-6845-90750-704
Energy Drink,Fever-Tree,Soft Drink,691,5787,3957,1830,12/21/2020,Amelia Thompson,Swansea,Swansea,SA1 6US,0-5861-84403-578
Green Tea,Fever-Tree,Tea,448,3132,1700,1432,3/5/2020,Isla Evans,Cheshire,Chester,CH1 8EA,1-8126-78920-639
Lemonade,Coca-Cola GB,Soft Drink,103,9019,5072,3947,6/26/2022,Mia Cooper,Pembrokeshire,Haverfordwest,SA61 9TE,0-4919-68827-182
Energy Drink,Fever-Tree,Soft Drink,778,10333,5156,5177,9/25/2022,Oliver Roberts,Hampshire,Winchester,SO23 5EJ,1-6071-66143-914
Beer,Fever-Tree,Alcoholic,392,8865,5391,3474,6/8/2023,Omar Mitchell,Fermanagh and Omagh,Enniskillen,BT74 2KP,0-2421-96175-247
Green Tea,Britvic,Tea,573,9280,4915,4365,10/23/2020,Amelia Taylor,Carmarthenshire,Carmarthen,SA31 7GT,1-4831-92110-186
Lemonade,Fever-Tree,Soft Drink,996,3051,3301,-250,7/4/2020,Olivia Wright,Newport,Newport,NP20 1EV,0-1594-42534-992
Vodka,Britvic,Alcoholic,269,7011,4541,2470,12/24/2023,Aisha Patel,Mid Ulster,Cookstown,BT80 3PX,0-8332-99762-470
Coffee,Coca-Cola GB,Coffee,978,2448,1776,672,2/8/2020,Benjamin Thomas,Rutland,Oakham,LE15 5FP,1-1691-39009-231
Vodka,Fever-Tree,Alcoholic,355,2349,1178,1171,3/14/2020,Grace Patel,Highland,Inverness,IV1 2CA,1-3122-20958-781
Coffee,Coca-Cola GB,Coffee,716,11193,7696,3497,4/15/2022,Alice Ahmed,Greater London,London,W1 2HS,1-3215-37194-585
Beer,Fever-Tree,Alcoholic,174,11953,5032,6921,9/9/2023,Zara Watson,South Yorkshire,Sheffield,S1 1DS,1-5667-56009-7
Vodka,Coca-Cola GB,Alcoholic,258,3686,2250,1436,7/7/2023,Charlie Brown,North Ayrshire,Irvine,KA12 1VP,1-9767-37886-929
Herbal Tea,Coca-Cola GB,Tea,876,1163,634,529,6/16/2021,Edward Green,Greater London,London,W1 4LH,1-4658-65255-259
Wine,Coca-Cola GB,Alcoholic,567,5585,3350,2235,5/28/2021,Amelia Wright,West Dunbartonshire,Dumbarton,G82 6SL,1-2257-52984-433
Green Tea,Britvic,Tea,807,5257,4832,425,9/10/2021,Samuel Thompson,Rhondda Cynon Taf,Pontypridd,CF37 3AE,1-4243-73802-409
Cola,Coca-Cola GB,Soft Drink,278,7795,7461,334,8/26/2023,Edward Carter,Flintshire,Mold,CH7 4FA,1-562-97251-661
Lemonade,Britvic,Soft Drink,765,7516,5624,1892,11/26/2021,Edward Lewis,Merseyside,Liverpool,L1 7DG,1-670-44212-982
Energy Drink,Britvic,Soft Drink,326,647,367,280,7/10/2022,Ruby Jones,Swansea,Swansea,SA1 6DW,1-258-75509-830
Black Tea,Britvic,Tea,882,3300,2279,1021,8/6/2022,Ruby Turner,Mid Ulster,Cookstown,BT80 6RE,0-7804-24240-556
Cola,Britvic,Soft Drink,937,2660,1089,1571,3/11/2021,Lucas Wood,Cardiff,Cardiff,CF10 2RG,1-819-18825-907
Coffee,Coca-Cola GB,Coffee,660,7063,5947,1116,4/16/2020,Edward Edwards,Aberdeen City,Aberdeen,AB10 3KK,0-1993-67403-121
Black Tea,Britvic,Tea,898,11812,5624,6188,9/17/2023,Arjun Thompson,Flintshire,Mold,CH7 8HR,1-2535-83183-914
Coffee,Fever-Tree,Coffee,358,7612,3338,4274,8/25/2020,Benjamin Mitchell,East Riding of Yorkshire,Beverley,HU17 7CF,0-3466-99881-646
Beer,Britvic,Alcoholic,908,8450,8262,188,7/11/2022,James Mitchell,Oxfordshire,Oxford,OX1 2AT,0-6984-81576-793
Cola,Britvic,Soft Drink,549,5047,3818,1229,8/8/2023,Freya Begum,East Sussex,Eastbourne,BN21 4YS,1-6348-24860-396
Black Tea,Fever-Tree,Tea,494,895,815,80,10/16/2022,Muhammad Ahmed,Dundee City,Dundee,DD1 5RG,0-6753-48985-465
Lemonade,Fever-Tree,Soft Drink,575,7309,7168,141,4/24/2021,Daniel Davies,Conwy,Conwy,LL32 2AL,0-9826-39647-532
Black Tea,Fever-Tree,Tea,942,9415,6609,2806,12/13/2021,Ava Walker,Hertfordshire,Hertford,SG13 1JJ,1-5129-75809-839
Beer,Coca-Cola GB,Alcoholic,596,2081,1193,888,3/3/2021,William Wright,North Lanarkshire,Motherwell,ML1 1EE,0-7946-41797-713
Vodka,Britvic,Alcoholic,450,10268,9534,734,7/29/2023,Olivia Robinson,Aberdeenshire,Inverurie,AB51 6BF,0-960-31967-476
Coffee,Britvic,Coffee,904,2758,2322,436,3/21/2020,Muhammad Patel,Neath Port Talbot,Port Talbot,SA13 1JF,1-5917-12227-791
Beer,Fever-Tree,Alcoholic,726,9460,6307,3153,4/11/2021,Daniel Sharma,Northamptonshire,Northampton,NN1 1SC,0-3889-63835-888
Vodka,Coca-Cola GB,Alcoholic,566,6210,4326,1884,3/15/2020,Sophie Smith,Merseyside,Liverpool,L1 7CG,1-3525-22252-349
Wine,Britvic,Alcoholic,556,7601,8629,-1028,1/30/2023,Emily Sharma,Isle of Anglesey,Llangefni,LL77 6HU,0-3287-69606-953
Coffee,Coca-Cola GB,Coffee,445,9054,8368,686,8/28/2021,Sophie Turner,Lisburn and Castlereagh,Lisburn,BT28 7JA,0-5722-39145-703
Vodka,Coca-Cola GB,Alcoholic,605,7373,8107,-734,6/3/2020,Joseph Sharma,City of London,London,EC1 2BY,0-1628-40982-171
Black Tea,Coca-Cola GB,Tea,440,5830,5269,561,5/19/2023,Daisy Hussain,Warwickshire,Warwick,CV34 7YE,1-1143-80056-396
Lemonade,Coca-Cola GB,Soft Drink,208,8193,9234,-1041,9/13/2022,Jessica Wood,North Ayrshire,Irvine,KA12 2KJ,1-2651-49789-11
Vodka,Britvic,Alcoholic,329,1887,905,982,6/22/2023,Charlie Walker,Cardiff,Cardiff,CF10 6LH,1-9671-29974-580
Coffee,Britvic,Coffee,690,5636,4427,1209,6/12/2021,Charlie Edwards,South Ayrshire,Ayr,KA7 4RF,1-6857-56281-529
Coffee,Coca-Cola GB,Coffee,361,6712,3767,2945,9/7/2023,Poppy Jackson,East Dunbartonshire,Kirkintilloch,G66 4AP,0-2876-98345-37
Herbal Tea,Fever-Tree,Tea,242,2413,1924,489,6/12/2022,Charlie Johnson,West Lothian,Livingston,EH54 1NN,0-5795-72472-889
Energy Drink,Fever-Tree,Soft Drink,190,11630,11500,130,6/8/2021,Charlie Evans,Aberdeenshire,Inverurie,AB51 9BH,0-7815-56439-621
Lemonade,Fever-Tree,Soft Drink,606,6976,4993,1983,1/9/2020,Poppy Wood,Shetland Islands,Lerwick,ZE1 1EV,0-6604-10294-441
Black Tea,Fever-Tree,Tea,64,5776,6913,-1137,5/30/2020,Jessica Robinson,Cumbria,Carlisle,CA1 9FX,0-4102-58434-292
Wine,Coca-Cola GB,Alcoholic,249,7369,4686,2683,11/28/2022,Ethan Wood,Greater London,London,W1 1LP,1-7491-71282-443
Herbal Tea,Fever-Tree,Tea,180,10252,6673,3579,8/28/2021,Olivia Brown,Durham,Durham,DH1 5NH,0-3035-70390-265
Black Tea,Britvic,Tea,861,11753,13495,-1742,9/26/2022,Mia Taylor,Monmouthshire,Monmouth,NP25 9AN,0-4488-94974-428
Black Tea,Coca-Cola GB,Tea,778,11722,8205,3517,7/26/2020,Noah Harris,Stirling,Stirling,FK8 5MK,1-1919-71845-138
Black Tea,Fever-Tree,Tea,173,6813,4322,2491,5/14/2021,William Thompson,Derry City and Strabane,Derry,BT48 6FG,0-4049-68328-751
Wine,Coca-Cola GB,Alcoholic,444,1083,556,527,12/14/2022,Yusuf Watson,Fife,Glenrothes,KY7 8MM,0-4117-71925-646
Vodka,Fever-Tree,Alcoholic,378,11852,6634,5218,2/4/2022,Henry Davies,Armagh City Banbridge and Craigavon,Armagh,BT61 2TF,0-4813-11800-352
Lemonade,Coca-Cola GB,Soft Drink,764,2446,2665,-219,6/5/2020,Charlie Khan,Newport,Newport,NP20 7AT,0-1665-87095-812
Beer,Coca-Cola GB,Alcoholic,389,3930,4051,-121,12/12/2021,Joseph Walker,Surrey,Guildford,GU1 1SH,0-4207-15175-497
Black Tea,Coca-Cola GB,Tea,487,11071,8976,2095,3/30/2022,Isla Brown,East Lothian,Haddington,EH41 5KS,0-2513-70418-898
Green Tea,Fever-Tree,Tea,526,1180,626,554,8/30/2020,Jessica Begum,Newry Mourne and Down,Newry,BT35 7DN,1-4707-42688-117
Green Tea,Britvic,Tea,650,1059,456,603,12/20/2023,Joseph Mitchell,Warwickshire,Warwick,CV34 9MD,1-4734-60779-419
Cola,Coca-Cola GB,Soft Drink,494,10623,6273,4350,7/19/2021,Ava Shah,Stirling,Stirling,FK8 7BC,0-772-86881-992
Green Tea,Britvic,Tea,823,4679,5094,-415,6/17/2023,Sophie Cooper,Norfolk,Norwich,NR1 7EX,1-5420-69412-500
Beer,Britvic,Alcoholic,74,525,402,123,9/24/2023,Isla Hussain,Tyne and Wear,Newcastle upon Tyne,NE1 6WS,0-3194-29435-212
Cola,Fever-Tree,Soft Drink,109,11951,8819,3132,8/27/2022,Ethan King,Angus,Forfar,DD8 7BS,1-3296-81828-404
Energy Drink,Britvic,Soft Drink,164,10949,11763,-814,7/8/2023,Sophie Sharma,Scottish Borders,Newtown St Boswells,TD6 3XE,0-520-67333-12
Coffee,Fever-Tree,Coffee,242,9512,4946,4566,5/27/2022,Charlotte Davies,Devon,Exeter,EX1 3YA,0-635-27495-299
Coffee,Coca-Cola GB,Coffee,328,736,438,298,8/28/2022,William Jackson,Dumfries and Galloway,Dumfries,DG1 9DF,1-6008-92502-681
Beer,Coca-Cola GB,Alcoholic,157,2695,1915,780,2/16/2021,Yusuf Islam,Worcestershire,Worcester,WR1 5HH,1-6532-25619-667
Energy Drink,Coca-Cola GB,Soft Drink,178,7683,8583,-900,10/28/2022,Alfie Khan,Warwickshire,Warwick,CV34 3AU,1-9706-14903-298
Coffee,Coca-Cola GB,Coffee,364,7371,7729,-358,8/7/2020,Isabella Brown,East Sussex,Eastbourne,BN21 3JD,0-1531-19884-10
Wine,Coca-Cola GB,Alcoholic,351,9238,6482,2756,3/31/2021,Edward Evans,Berkshire,Reading,RG1 2DT,1-9747-74175-98
Lemonade,Coca-Cola GB,Soft Drink,439,1752,1938,-186,9/20/2023,Thomas Edwards,Gwynedd,Caernarfon,LL55 7TH,1-9425-15022-32
Energy Drink,Britvic,Soft Drink,859,3635,4034,-399,8/29/2020,Henry Hussain,West Sussex,Chichester,PO19 7HN,0-6755-87399-782
Black Tea,Britvic,Tea,680,3794,3395,399,2/2/2021,Amelia Walker,Suffolk,Ipswich,IP1 2EU,0-4923-28519-795
Herbal Tea,Fever-Tree,Tea,139,11588,5027,6561,12/23/2021,Freya Carter,Angus,Forfar,DD8 5RU,0-1329-97973-653
Wine,Fever-Tree,Alcoholic,871,5982,3784,2198,3/6/2020,Grace Clarke,Shetland Islands,Lerwick,ZE1 4UR,1-6639-22863-915
Wine,Coca-Cola GB,Alcoholic,937,11639,7201,4438,12/17/2023,Alice Patel,Inverclyde,Greenock,PA15 4LS,1-1063-53665-157
Lemonade,Fever-Tree,Soft Drink,750,5269,4436,833,9/28/2022,Emily Watson,West Sussex,Chichester,PO19 2XX,0-5320-76688-918
Herbal Tea,Britvic,Tea,498,6818,3350,3468,10/2/2023,Lucas Harris,Conwy,Conwy,LL32 6VY,1-9554-83212-562
Green Tea,Fever-Tree,Tea,895,6161,2921,3240,10/9/2022,Thomas Robinson,Oxfordshire,Oxford,OX1 7CU,1-1305-73768-983
Green Tea,Fever-Tree,Tea,435,7904,5719,2185,4/24/2023,Benjamin Shah,West Sussex,Chichester,PO19 5FP,0-6984-43423-664
Lemonade,Coca-Cola GB,Soft Drink,375,1507,1339,168,11/17/2023,Zara Islam,Conwy,Conwy,LL32 9DL,1-687-22206-787
Black Tea,Coca-Cola GB,Tea,874,2574,3073,-499,9/13/2022,Olivia Wood,East Lothian,Haddington,EH41 7PU,0-8469-44671-172
Lemonade,Coca-Cola GB,Soft Drink,313,4175,1688,2487,8/13/2022,Priya Roberts,Fermanagh and Omagh,Enniskillen,BT74 1DH,0-5034-74297-809
Coffee,Fever-Tree,Coffee,725,8948,4981,3967,1/9/2022,Poppy Walker,Pembrokeshire,Haverfordwest,SA61 1NH,1-4257-75902-944
Cola,Fever-Tree,Soft Drink,899,5244,3736,1508,5/26/2023,Mia Thomas,Ceredigion,Aberystwyth,SY23 8PU,1-2676-41632-614
Coffee,Fever-Tree,Coffee,938,5497,5437,60,11/29/2021,Freya Brown,Monmouthshire,Monmouth,NP25 3NY,1-5521-97154-109
Black Tea,Coca-Cola GB,Tea,967,3349,3310,39,9/3/2021,Zara Robinson,Rhondda Cynon Taf,Pontypridd,CF37 5HB,0-9387-43073-223
Wine,Britvic,Alcoholic,846,6389,2785,3604,11/21/2020,Mia Evans,Argyll and Bute,Lochgilphead,PA31 2LR,1-3893-41013-108
Beer,Britvic,Alcoholic,712,5076,3388,1688,9/15/2020,Poppy Ahmed,Cambridgeshire,Cambridge,CB1 5EM,1-8641-54657-776
Wine,Coca-Cola GB,Alcoholic,502,7857,8745,-888,1/21/2023,Emily Wright,East Lothian,Haddington,EH41 5PS,0-9583-52339-49
Vodka,Coca-Cola GB,Alcoholic,277,8429,7100,1329,5/24/2021,Oliver Williams,Clackmannanshire,Alloa,FK10 1TM,1-8044-15542-161
Green Tea,Britvic,Tea,418,6844,7806,-962,5/16/2021,Leila Turner,Renfrewshire,Paisley,PA1 3PU,1-5242-25461-84
Wine,Fever-Tree,Alcoholic,586,3464,1529,1935,5/5/2021,Yusuf Islam,Belfast,Belfast,BT1 4LT,1-1985-45296-63
Beer,Fever-Tree,Alcoholic,137,2643,1814,829,12/20/2023,Liam Ali,Scottish Borders,Newtown St Boswells,TD6 4YM,0-6914-81182-550
Green Tea,Fever-Tree,Tea,798,11093,5003,6090,12/26/2021,Charlie Watson,Isle of Anglesey,Llangefni,LL77 5XT,1-7158-27479-406
Black Tea,Coca-Cola GB,Tea,599,11611,7270,4341,11/2/2023,Alfie Patel,Fermanagh and Omagh,Enniskillen,BT74 2HG,1-4636-44229-672
Wine,Britvic,Alcoholic,633,10484,5591,4893,11/11/2021,Lucas Roberts,Surrey,Guildford,GU1 1RK,0-3008-44581-903
Energy Drink,Coca-Cola GB,Soft Drink,964,6046,4443,1603,10/15/2022,Jessica Ahmed,Northumberland,Morpeth,NE61 8MV,1-1469-86148-733
Wine,Britvic,Alcoholic,618,1667,1241,426,6/25/2021,Arjun Cooper,East Dunbartonshire,Kirkintilloch,G66 7JJ,0-6039-82512-296
Vodka,Coca-Cola GB,Alcoholic,499,8558,6768,1790,8/20/2022,Harry Green,Armagh City Banbridge and Craigavon,Armagh,BT61 9WJ,0-5369-20657-542
Herbal Tea,Britvic,Tea,859,3453,1566,1887,1/12/2020,Ella Walker,Hampshire,Winchester,SO23 4SM,1-1651-18009-640
Herbal Tea,Britvic,Tea,70,1488,1271,217,7/9/2020,Zara Phillips,Powys,Llandrindod Wells,LD1 2LS,1-7809-40368-971
Lemonade,Britvic,Soft Drink,680,8652,7922,730,5/23/2021,Ruby Islam,Flintshire,Mold,CH7 5US,1-3466-77862-622
Energy Drink,Britvic,Soft Drink,800,6642,2748,3894,10/14/2022,Arjun King,Northumberland,Morpeth,NE61 6TS,1-3771-85743-999
Black Tea,Fever-Tree,Tea,284,4339,2016,2323,11/9/2023,Isla Patel,Pembrokeshire,Haverfordwest,SA61 2KW,1-1037-92686-767
Green Tea,Coca-Cola GB,Tea,247,11140,12138,-998,11/24/2023,Amelia Smith,Essex,Chelmsford,CM1 9KG,0-2210-85377-212
Wine,Fever-Tree,Alcoholic,299,1487,1158,329,11/1/2022,Joseph King,Lincolnshire,Lincoln,LN1 1XG,1-3115-40792-862
Wine,Coca-Cola GB,Alcoholic,969,11201,9121,2080,7/3/2023,Joseph Brown,Bridgend,Bridgend,CF31 7SN,1-7651-31578-698
Coffee,Britvic,Coffee,415,7633,4520,3113,6/23/2020,Alice Hussain,Bridgend,Bridgend,CF31 1NU,0-887-51232-96
Energy Drink,Britvic,Soft Drink,520,7293,8051,-758,6/22/2023,Alfie Harris,Wrexham,Wrexham,LL11 1KH,0-1869-23459-13
Herbal Tea,Coca-Cola GB,Tea,808,9406,10257,-851,3/21/2022,Ava Wright,Leicestershire,Leicester,LE1 7WN,1-4270-82161-87
Herbal Tea,Britvic,Tea,416,4054,1715,2339,5/20/2023,Fatima Khan,Somerset,Taunton,TA1 7EC,1-1848-36946-205
Coffee,Fever-Tree,Coffee,322,1410,929,481,9/11/2022,George Ali,Lincolnshire,Lincoln,LN1 4PK,0-1744-47212-311
Cola,Coca-Cola GB,Soft Drink,248,4133,2644,1489,10/23/2023,Ella Carter,Newry Mourne and Down,Newry,BT35 6YN,1-2189-48559-64
Coffee,Fever-Tree,Coffee,112,7949,5802,2147,7/15/2023,Mia Brown,Perth and Kinross,Perth,PH1 3AM,1-1090-90980-654
Vodka,Fever-Tree,Alcoholic,455,1115,480,635,4/12/2022,George Brown,Tyne and Wear,Newcastle upon Tyne,NE1 2XP,1-5464-61031-98
Coffee,Fever-Tree,Coffee,725,5311,5672,-361,9/5/2021,Alice Green,Pembrokeshire,Haverfordwest,SA61 9ME,1-5893-18678-993
Herbal Tea,Fever-Tree,Tea,627,8342,9344,-1002,2/11/2022,Grace Islam,Renfrewshire,Paisley,PA1 3TM,1-7471-97453-460
Green Tea,Britvic,Tea,209,8122,4032,4090,10/2/2022,Daniel Wright,Caerphilly,Hengoed,CF82 3HC,1-8499-36197-502
Wine,Coca-Cola GB,Alcoholic,682,7313,8627,-1314,6/4/2023,Freya Evans,East Renfrewshire,Giffnock,G46 9AC,0-3465-57400-161
Herbal Tea,Fever-Tree,Tea,61,7614,7148,466,1/20/2023,Daniel Ahmed,Moray,Elgin,IV30 7VF,1-2641-46129-194
Coffee,Coca-Cola GB,Coffee,215,7889,6857,1032,4/14/2022,Isla Johnson,West Midlands,Birmingham,B1 3XP,0-1304-41475-463
Energy Drink,Fever-Tree,Soft Drink,363,5626,6073,-447,8/9/2021,Isabella Begum,Argyll and Bute,Lochgilphead,PA31 3HP,1-1457-23193-85
Cola,Fever-Tree,Soft Drink,369,764,394,370,10/5/2021,Freddie Smith,Worcestershire,Worcester,WR1 6SS,0-7724-84379-815
Green Tea,Coca-Cola GB,Tea,812,5471,3626,1845,6/15/2022,Freya Watson,Caerphilly,Hengoed,CF82 2JH,0-6666-62461-986
Lemonade,Coca-Cola GB,Soft Drink,732,8710,9656,-946,2/12/2022,Ethan Harris,Bedfordshire,Bedford,MK40 2HM,0-6738-59508-577
Beer,Coca-Cola GB,Alcoholic,434,9202,5539,3663,12/26/2021,Lily King,Renfrewshire,Paisley,PA1 2JJ,0-3800-49318-701
Herbal Tea,Fever-Tree,Tea,368,560,451,109,3/5/2022,Joseph Islam,Bristol,Bristol,BS1 4JS,1-2858-62953-213
Green Tea,Britvic,Tea,156,6993,4193,2800,12/27/2023,Liam Thompson,Carmarthenshire,Carmarthen,SA31 7LN,1-6886-59174-463
Energy Drink,Fever-Tree,Soft Drink,467,10317,7125,3192,10/23/2023,Olivia Jones,Angus,Forfar,DD8 3VR,1-670-26545-69
Beer,Coca-Cola GB,Alcoholic,935,4675,3522,1153,10/25/2023,Ava Shah,Inverclyde,Greenock,PA15 8CM,0-7529-27294-526
Green Tea,Coca-Cola GB,Tea,933,1598,840,758,8/22/2020,Oliver Begum,Rutland,Oakham,LE15 9ME,1-9100-51744-278
Cola,Britvic,Soft Drink,930,7693,7110,583,4/7/2021,Omar Edwards,Greater Manchester,Manchester,M1 2LY,0-1766-46937-366
Energy Drink,Coca-Cola GB,Soft Drink,978,9180,8124,1056,6/20/2023,Mia Ali,Isle of Wight,Newport,PO30 7KK,1-5103-84531-636
Black Tea,Coca-Cola GB,Tea,630,10162,11164,-1002,11/13/2021,Jack Shah,West Midlands,Birmingham,B1 3XG,1-2212-87993-726
Black Tea,Coca-Cola GB,Tea,108,9066,4494,4572,4/30/2022,Oliver Begum,Somerset,Taunton,TA1 4JP,1-2294-17594-79
Coffee,Fever-Tree,Coffee,234,705,817,-112,11/30/2021,Sophie Lewis,Renfrewshire,Paisley,PA1 6LW,0-6511-59811-157
Black Tea,Fever-Tree,Tea,596,3135,2052,1083,6/6/2023,Mia Hussain,Vale of Glamorgan,Barry,CF63 2XD,0-3999-55457-328
Cola,Coca-Cola GB,Soft Drink,955,7594,4380,3214,6/6/2023,Emily Islam,Bristol,Bristol,BS1 8NP,1-8971-60992-488
Herbal Tea,Coca-Cola GB,Tea,501,8346,7361,985,6/28/2021,Charlie Mitchell,Glasgow City,Glasgow,G1 7UU,1-2444-57681-869
Energy Drink,Fever-Tree,Soft Drink,483,5249,2569,2680,9/18/2020,Daisy Ali,Warwickshire,Warwick,CV34 1FJ,1-8248-44588-747
Wine,Fever-Tree,Alcoholic,666,1790,1152,638,8/22/2022,Harry Harris,Flintshire,Mold,CH7 4TE,1-9091-73311-638
Energy Drink,Fever-Tree,Soft Drink,796,6769,6117,652,1/16/2021,Muhammad Carter,Blaenau Gwent,Ebbw Vale,NP23 7AP,0-7465-87621-440
Vodka,Britvic,Alcoholic,333,4620,4811,-191,2/19/2020,Aisha Watson,Fife,Glenrothes,KY7 4FK,0-822-83821-856
Lemonade,Britvic,Soft Drink,107,4209,2332,1877,8/18/2020,William Johnson,Glasgow City,Glasgow,G1 8RS,0-5623-48669-582
Cola,Coca-Cola GB,Soft Drink,566,7654,6950,704,12/20/2023,Joseph Watson,Denbighshire,Ruthin,LL15 4RH,0-7633-88579-337
Beer,Fever-Tree,Alcoholic,169,5069,3341,1728,1/13/2020,Freddie Harris,Inverclyde,Greenock,PA15 6JN,0-2977-35430-339
Black Tea,Fever-Tree,Tea,313,8037,7103,934,6/15/2023,Aisha Patel,Lisburn and Castlereagh,Lisburn,BT28 4DU,0-1596-90599-151
Beer,Coca-Cola GB,Alcoholic,854,2759,2833,-74,4/1/2023,Edward Hussain,Greater Manchester,Manchester,M1 4DN,1-448-75593-909
Cola,Coca-Cola GB,Soft Drink,985,11151,8559,2592,10/13/2020,Lily Wright,Renfrewshire,Paisley,PA1 7BV,1-6268-71833-621
Beer,Britvic,Alcoholic,173,1170,649,521,7/17/2023,Ethan Jones,Flintshire,Mold,CH7 6VU,1-1796-77163-795
Green Tea,Britvic,Tea,695,6466,3132,3334,7/9/2022,Lucas Green,Newport,Newport,NP20 7CH,0-7504-50410-475
Vodka,Britvic,Alcoholic,158,1163,668,495,2/4/2021,Simran Smith,Greater Manchester,Manchester,M1 6SN,0-6269-65982-696
Wine,Fever-Tree,Alcoholic,196,3572,1769,1803,3/19/2022,Samuel Shah,Carmarthenshire,Carmarthen,SA31 2TW,0-1160-57672-999
Cola,Coca-Cola GB,Soft Drink,213,7804,7233,571,1/30/2022,Arjun Sharma,Herefordshire,Hereford,HR1 9DT,1-6768-32801-595
Lemonade,Fever-Tree,Soft Drink,412,8097,4165,3932,10/30/2021,Daisy Cooper,Newry Mourne and Down,Newry,BT35 6YW,1-7811-48543-637
Black Tea,Britvic,Tea,719,9067,10260,-1193,2/9/2023,Olivia Brown,Causeway Coast and Glens,Coleraine,BT52 9DG,1-8973-58118-465
Energy Drink,Fever-Tree,Soft Drink,825,2868,2821,47,10/2/2021,Daniel Green,Somerset,Taunton,TA1 5JD,1-1199-21957-852
Wine,Britvic,Alcoholic,141,10050,6042,4008,7/3/2021,Lily Jackson,West Dunbartonshire,Dumbarton,G82 9FX,1-4022-84188-196
Wine,Fever-Tree,Alcoholic,169,5252,3763,1489,9/27/2021,Simran Harris,Surrey,Guildford,GU1 4HD,0-8793-76840-199
Coffee,Britvic,Coffee,646,9176,9153,23,8/28/2020,Zara Roberts,Norfolk,Norwich,NR1 7TS,1-6189-17088-719
Vodka,Fever-Tree,Alcoholic,592,8934,6574,2360,5/2/2020,Henry Watson,Neath Port Talbot,Port Talbot,SA13 2AF,1-6202-70091-998
Wine,Coca-Cola GB,Alcoholic,989,8022,5765,2257,12/30/2022,Alfie Roberts,Causeway Coast and Glens,Coleraine,BT52 8TL,0-3158-19853-15
Beer,Fever-Tree,Alcoholic,890,6175,6479,-304,8/10/2020,Joseph Mitchell,Kent,Maidstone,ME14 3DT,0-5985-36013-114
Vodka,Coca-Cola GB,Alcoholic,439,11192,5301,5891,5/15/2020,Freddie Patel,West Sussex,Chichester,PO19 8YV,1-2302-89071-829
Cola,Britvic,Soft Drink,365,8728,9755,-1027,9/7/2023,James Davies,Hampshire,Winchester,SO23 7MR,0-6937-41504-587
Black Tea,Coca-Cola GB,Tea,211,10593,12225,-1632,12/25/2023,Benjamin Ahmed,Shetland Islands,Lerwick,ZE1 5WK,0-8664-23955-26
Energy Drink,Fever-Tree,Soft Drink,674,8278,3997,4281,8/24/2021,Freya Hussain,Greater London,London,W1 2HE,0-4128-81825-159
Herbal Tea,Fever-Tree,Tea,677,7915,7026,889,9/18/2021,Charlotte Jackson,Perth and Kinross,Perth,PH1 1MA,0-5131-87000-766
Coffee,Fever-Tree,Coffee,972,4732,4148,584,1/1/2022,Arjun Williams,Staffordshire,Stafford,ST16 9TF,0-8865-22395-130
Cola,Coca-Cola GB,Soft Drink,104,8724,10166,-1442,8/28/2022,Fatima Islam,Herefordshire,Hereford,HR1 7UF,1-7832-49795-380
Black Tea,Britvic,Tea,253,2499,1312,1187,12/18/2021,Muhammad Sharma,Edinburgh,Edinburgh,EH1 4HA,0-4598-47249-841
Green Tea,Britvic,Tea,565,9933,4920,5013,4/21/2022,Daniel King,Bristol,Bristol,BS1 8UV,0-8492-58952-17
Wine,Britvic,Alcoholic,197,8838,7614,1224,11/6/2023,Noah Roberts,Isle of Wight,Newport,PO30 3UX,0-4166-25525-572
Beer,Britvic,Alcoholic,490,1374,1094,280,10/28/2023,Priya Thomas,Glasgow City,Glasgow,G1 6TU,1-8322-60967-135
Beer,Coca-Cola GB,Alcoholic,843,6728,7045,-317,6/7/2022,Alice Taylor,Bridgend,Bridgend,CF31 9EL,0-2565-99824-784
Beer,Britvic,Alcoholic,476,7476,4851,2625,7/29/2020,Leila Islam,Essex,Chelmsford,CM1 8FK,0-8967-89958-466
Coffee,Britvic,Coffee,729,8048,3881,4167,8/30/2021,Alfie Khan,Belfast,Belfast,BT1 7DX,0-3813-65985-395
Vodka,Britvic,Alcoholic,719,661,712,-51,4/5/2021,Zara Taylor,Belfast,Belfast,BT1 3VT,1-2708-12826-562
Coffee,Britvic,Coffee,883,3520,3744,-224,7/15/2023,Harry Harris,Clackmannanshire,Alloa,FK10 4LJ,1-859-78070-711
Herbal Tea,Britvic,Tea,784,2278,1849,429,9/14/2023,Isla Smith,West Lothian,Livingston,EH54 6AH,0-5433-98857-455
Herbal Tea,Britvic,Tea,991,9653,9047,606,1/26/2023,Amelia Jones,Midlothian,Dalkeith,EH22 9VN,0-7756-45118-960
