Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer County,Customer City,Customer Zip Code,Order ID
Energy Drink,Orangina-Schweppes,Soft Drink,615,2795,2296,499,11/21/2023,Manon Lambert,Essonne,Évry-Courcouronnes,91089,0-6026-10375-209
Green Tea,Pernod Ricard Soft,Tea,71,3655,3349,306,6/16/2020,Lucie Lefevre,Aveyron,Rodez,12846,0-8924-35746-270
Lemonade,Coca-Cola France,Soft Drink,603,6477,5209,1268,5/29/2021,Théo Thomas,Aude,Carcassonne,11649,1-4633-15778-4
Vodka,Coca-Cola France,Alcoholic,235,1894,1232,662,8/30/2023,Marie Lambert,Haute-Loire,Le Puy-en-Velay,43273,1-4544-68313-800
Lemonade,Coca-Cola France,Soft Drink,179,3655,1917,1738,1/22/2020,Lucas Bertrand,Haute-Marne,Chaumont,52834,0-5734-47586-481
Green Tea,Orangina-Schweppes,Tea,328,1598,796,802,2/17/2021,Axel Leroy,Loire,Saint-Étienne,42787,0-4119-72084-350
Black Tea,Pernod Ricard Soft,Tea,582,10602,9294,1308,2/9/2023,Marie Bernard,Puy-de-Dôme,Clermont-Ferrand,63499,1-8064-77286-606
Wine,Orangina-Schweppes,Alcoholic,332,758,756,2,5/22/2023,Sarah Lefevre,Creuse,Guéret,23689,0-7207-80041-19
Energy Drink,Pernod Ricard Soft,Soft Drink,291,10753,9427,1326,8/16/2022,Zoé Moreau,Hautes-Alpes,Gap,05994,0-1976-99353-907
Green Tea,Orangina-Schweppes,Tea,784,1217,716,501,10/26/2020,Sarah Durand,Meuse,Bar-le-Duc,55177,0-1334-33218-975
Vodka,Pernod Ricard Soft,Alcoholic,248,4133,1908,2225,8/10/2023,Lucie Durand,Côte-d'Or,Dijon,21153,0-2678-57477-617
Energy Drink,Coca-Cola France,Soft Drink,600,7739,8445,-706,5/6/2022,Camille Lefevre,Haute-Savoie,Annecy,74923,0-5464-85718-739
Coffee,Orangina-Schweppes,Coffee,698,3091,1524,1567,11/8/2020,Axel David,Meurthe-et-Moselle,Nancy,54482,0-7464-86706-249
Cola,Coca-Cola France,Soft Drink,679,4743,4898,-155,5/22/2021,Lucie Bonnet,Meurthe-et-Moselle,Nancy,54086,0-9166-88774-615
Energy Drink,Coca-Cola France,Soft Drink,549,5047,4848,199,2/1/2022,Romain Fontaine,Pyrénées-Orientales,Perpignan,66086,0-8380-27499-653
Lemonade,Pernod Ricard Soft,Soft Drink,536,7038,4927,2111,5/26/2023,Léonie Thomas,Nièvre,Nevers,58341,0-7788-35652-159
Cola,Pernod Ricard Soft,Soft Drink,605,7373,5533,1840,11/25/2022,Axel Petit,Corse-du-Sud,Ajaccio,2A253,0-1149-54313-22
Herbal Tea,Pernod Ricard Soft,Tea,597,6717,4072,2645,8/27/2022,Sarah Rousseau,Côtes-d'Armor,Saint-Brieuc,22897,1-2401-26248-996
Green Tea,Pernod Ricard Soft,Tea,347,6034,3565,2469,8/27/2022,Baptiste Fournier,Creuse,Guéret,23970,0-7719-43586-786
Coffee,Orangina-Schweppes,Coffee,413,11471,6565,4906,6/4/2021,Léonie Muller,Corrèze,Tulle,19644,0-7470-53864-267
Herbal Tea,Orangina-Schweppes,Tea,211,10593,11519,-926,12/7/2020,Raphaël Richard,Haute-Corse,Bastia,2B261,0-9502-98358-741
Green Tea,Orangina-Schweppes,Tea,252,4010,3989,21,8/30/2022,Axel Moreau,Corrèze,Tulle,19769,0-4643-78327-497
Herbal Tea,Coca-Cola France,Tea,898,11812,12851,-1039,6/26/2020,Tom Robert,Haute-Vienne,Limoges,87770,0-9759-60335-360
Herbal Tea,Orangina-Schweppes,Tea,932,11393,13059,-1666,1/21/2021,Camille Fournier,Indre,Châteauroux,36392,0-6830-15720-326
Lemonade,Orangina-Schweppes,Soft Drink,393,1269,1326,-57,7/29/2022,Eva Petit,Aisne,Laon,02996,1-1391-82357-301
Coffee,Pernod Ricard Soft,Coffee,373,7614,4990,2624,3/2/2023,Pierre Simon,Bas-Rhin,Strasbourg,67514,0-2609-16621-690
Herbal Tea,Orangina-Schweppes,Tea,704,6091,6290,-199,10/5/2020,Lucas Lefebvre,Creuse,Guéret,23204,1-5240-85472-85
Vodka,Coca-Cola France,Alcoholic,524,11973,14326,-2353,9/27/2020,Jade Richard,Meurthe-et-Moselle,Nancy,54895,1-1629-95798-370
Cola,Orangina-Schweppes,Soft Drink,915,11803,11428,375,12/22/2021,Clémence David,Tarn,Albi,81596,1-8847-47477-899
Energy Drink,Pernod Ricard Soft,Soft Drink,470,4254,2296,1958,8/4/2022,Elisa Rousseau,Hérault,Montpellier,34936,0-3364-34380-853
Wine,Coca-Cola France,Alcoholic,616,4465,4208,257,10/29/2020,Louis Leroy,Savoie,Chambéry,73695,0-1022-22589-365
Wine,Orangina-Schweppes,Alcoholic,62,7480,4648,2832,12/1/2021,Hugo Fournier,Lozère,Mende,48240,1-8049-98185-779
Beer,Pernod Ricard Soft,Alcoholic,669,7480,4016,3464,6/28/2021,Raphaël Lambert,Indre,Châteauroux,36772,1-6008-92502-681
Vodka,Coca-Cola France,Alcoholic,422,1569,1161,408,1/20/2023,Manon Bonnet,Haute-Garonne,Toulouse,31152,1-2430-19359-62
Green Tea,Pernod Ricard Soft,Tea,329,1560,1613,-53,5/3/2023,Elisa Gauthier,Haute-Garonne,Toulouse,31295,1-2137-71433-706
Cola,Orangina-Schweppes,Soft Drink,158,11696,7401,4295,1/17/2020,Zoé Fournier,Seine-et-Marne,Melun,77673,0-1039-41114-520
Lemonade,Coca-Cola France,Soft Drink,540,3983,3583,400,8/10/2021,Gabriel Faure,Vendée,La Roche-sur-Yon,85106,1-8279-96734-378
Vodka,Coca-Cola France,Alcoholic,391,7926,7764,162,7/29/2022,Louis Lambert,Cantal,Aurillac,15885,0-167-50760-955
Black Tea,Orangina-Schweppes,Tea,169,516,280,236,10/20/2022,Pauline Thomas,Hautes-Alpes,Gap,05642,1-5799-64891-5
Green Tea,Orangina-Schweppes,Tea,908,8450,8471,-21,12/20/2022,Ethan Vincent,Haute-Garonne,Toulouse,31233,0-7125-64186-941
Vodka,Pernod Ricard Soft,Alcoholic,875,1056,1078,-22,1/31/2021,Marie Roux,Seine-et-Marne,Melun,77181,0-3163-32779-753
Wine,Orangina-Schweppes,Alcoholic,668,1796,1194,602,10/28/2022,Tom Bertrand,Vienne,Poitiers,86826,0-488-86962-816
Coffee,Pernod Ricard Soft,Coffee,102,5749,4863,886,9/5/2020,Romain Robert,Cher,Bourges,18820,1-8802-83259-610
Beer,Coca-Cola France,Alcoholic,596,2081,1476,605,2/24/2023,Baptiste Moreau,Rhône,Lyon,69793,1-7411-38124-627
Green Tea,Pernod Ricard Soft,Tea,800,8215,5724,2491,2/20/2022,Raphaël Richard,Maine-et-Loire,Angers,49456,0-4413-67637-477
Herbal Tea,Orangina-Schweppes,Tea,756,1909,919,990,10/13/2020,Baptiste Martin,Aude,Carcassonne,11063,0-2241-35969-844
Black Tea,Orangina-Schweppes,Tea,690,5636,5309,327,6/24/2023,Pierre Petit,Pyrénées-Orientales,Perpignan,66972,1-2932-31910-996
Energy Drink,Pernod Ricard Soft,Soft Drink,102,1378,941,437,4/21/2022,Romain Lefevre,Ardèche,Privas,07746,0-1712-17944-413
Green Tea,Pernod Ricard Soft,Tea,686,9995,6992,3003,8/30/2021,Chloé Robert,Haute-Corse,Bastia,2B384,0-721-41203-946
Black Tea,Pernod Ricard Soft,Tea,244,2387,1411,976,4/13/2020,Zoé Dubois,Tarn,Albi,81653,0-960-23133-424
Cola,Pernod Ricard Soft,Soft Drink,237,5359,5575,-216,8/11/2020,Camille Durand,Ardèche,Privas,07194,1-2396-65296-188
Cola,Coca-Cola France,Soft Drink,766,5280,5213,67,12/8/2021,Arthur Robert,Haute-Savoie,Annecy,74778,1-8537-83616-109
Wine,Orangina-Schweppes,Alcoholic,421,764,713,51,9/21/2020,Léa Durand,Val-d'Oise,Cergy,95160,1-1753-64523-966
Herbal Tea,Pernod Ricard Soft,Tea,465,10069,11946,-1877,7/27/2020,Eva Vincent,Seine-Maritime,Rouen,76944,0-4227-22418-615
Green Tea,Orangina-Schweppes,Tea,927,7055,2852,4203,7/4/2022,Noah Petit,Seine-Maritime,Rouen,76040,0-9522-37030-669
Lemonade,Orangina-Schweppes,Soft Drink,630,10162,8426,1736,7/20/2022,Raphaël Dupont,Haute-Loire,Le Puy-en-Velay,43766,1-9677-59941-843
Coffee,Pernod Ricard Soft,Coffee,245,4474,2438,2036,10/20/2020,Elisa Dupont,Marne,Châlons-en-Champagne,51410,0-2424-92991-996
Cola,Pernod Ricard Soft,Soft Drink,277,8429,8067,362,8/26/2023,Louis Gauthier,Vosges,Épinal,88434,0-4070-72616-36
Lemonade,Pernod Ricard Soft,Soft Drink,922,1026,1131,-105,3/7/2021,Pauline Bertrand,Saône-et-Loire,Mâcon,71980,1-5713-93252-268
Wine,Coca-Cola France,Alcoholic,273,5852,3124,2728,1/6/2023,Eva Martin,Ariège,Foix,09641,0-3553-97862-645
Cola,Coca-Cola France,Soft Drink,282,10748,4892,5856,8/19/2023,Liam Martin,Doubs,Besançon,25869,1-8131-23833-444
Wine,Orangina-Schweppes,Alcoholic,916,892,677,215,3/18/2023,Lucas Roux,Var,Toulon,83347,0-9628-84133-732
Coffee,Pernod Ricard Soft,Coffee,339,10707,9412,1295,9/24/2021,Louise Lambert,Charente-Maritime,La Rochelle,17126,1-9503-72689-647
Energy Drink,Orangina-Schweppes,Soft Drink,427,831,916,-85,5/13/2020,Baptiste Robert,Deux-Sèvres,Niort,79903,0-3207-35124-546
Herbal Tea,Coca-Cola France,Tea,798,1955,1347,608,3/30/2020,Manon Bernard,Nord,Lille,59284,1-8823-68833-324
Herbal Tea,Orangina-Schweppes,Tea,155,7811,6085,1726,12/1/2020,Chloé Dubois,Maine-et-Loire,Angers,49033,1-345-45370-974
Cola,Coca-Cola France,Soft Drink,61,7614,5707,1907,3/30/2022,Axel Faure,Pyrénées-Orientales,Perpignan,66979,1-5654-34486-509
Black Tea,Pernod Ricard Soft,Tea,333,3067,2573,494,2/22/2021,Camille Bertrand,Côtes-d'Armor,Saint-Brieuc,22080,1-7752-50824-169
Green Tea,Coca-Cola France,Tea,799,2641,2927,-286,9/3/2023,Tom Muller,Loire-Atlantique,Nantes,44501,1-4683-14288-707
Green Tea,Coca-Cola France,Tea,70,9696,4559,5137,2/21/2022,Zoé Dupont,Manche,Saint-Lô,50627,0-6937-41504-587
Green Tea,Pernod Ricard Soft,Tea,575,7309,4842,2467,12/1/2022,Axel Petit,Vienne,Poitiers,86696,0-9654-74071-94
Green Tea,Orangina-Schweppes,Tea,291,3240,1474,1766,11/13/2020,Axel Laurent,Haute-Saône,Vesoul,70839,1-8973-58118-465
Lemonade,Pernod Ricard Soft,Soft Drink,713,11611,6088,5523,11/20/2021,Tom Thomas,Aisne,Laon,02389,0-5981-55082-619
Vodka,Orangina-Schweppes,Alcoholic,722,5943,3317,2626,12/22/2020,Manon Faure,Alpes-de-Haute-Provence,Digne-les-Bains,04268,0-5667-82680-252
Black Tea,Orangina-Schweppes,Tea,508,11686,12641,-955,1/29/2023,Romain Bonnet,Vendée,La Roche-sur-Yon,85562,0-4862-98039-69
Herbal Tea,Pernod Ricard Soft,Tea,282,6690,6057,633,10/3/2020,Maxime Lambert,Hautes-Pyrénées,Tarbes,65794,1-705-48462-207
Cola,Orangina-Schweppes,Soft Drink,342,874,951,-77,10/28/2021,Léonie Roux,Hautes-Alpes,Gap,05998,1-9087-68306-139
Lemonade,Coca-Cola France,Soft Drink,64,5776,4448,1328,6/3/2020,Axel Vincent,Ardèche,Privas,07882,0-928-95477-554
Herbal Tea,Orangina-Schweppes,Tea,93,7208,3236,3972,5/24/2022,Théo Laurent,Meurthe-et-Moselle,Nancy,54112,1-6056-46773-966
Coffee,Coca-Cola France,Coffee,168,4423,2221,2202,5/6/2022,Clémence Lambert,Cher,Bourges,18258,1-6096-68783-645
Cola,Orangina-Schweppes,Soft Drink,671,7510,4259,3251,1/6/2023,Inès Durand,Allier,Moulins,03559,1-9091-73311-638
Vodka,Pernod Ricard Soft,Alcoholic,343,9458,5860,3598,6/7/2020,Marie Dubois,Corrèze,Tulle,19278,1-5338-80798-83
Lemonade,Coca-Cola France,Soft Drink,139,6190,2983,3207,4/30/2022,Pierre Martin,Rhône,Lyon,69934,0-493-39710-438
Coffee,Orangina-Schweppes,Coffee,412,8097,3712,4385,11/23/2023,Romain Lefebvre,Nord,Lille,59351,1-3285-61992-39
Cola,Coca-Cola France,Soft Drink,329,7102,7198,-96,8/21/2020,Liam Simon,Haute-Saône,Vesoul,70405,0-2977-35430-339
Green Tea,Coca-Cola France,Tea,749,5092,4614,478,9/21/2021,Tom Roux,Aisne,Laon,02625,0-9783-18383-838
Coffee,Coca-Cola France,Coffee,440,5830,6955,-1125,10/29/2022,Nathan Leroy,Alpes-Maritimes,Nice,06543,1-7952-22844-464
Lemonade,Orangina-Schweppes,Soft Drink,391,10882,4896,5986,1/29/2023,Théo Martin,Cantal,Aurillac,15720,1-1897-46989-887
Coffee,Orangina-Schweppes,Coffee,836,7405,3344,4061,10/3/2022,Maxime Durand,Morbihan,Vannes,56053,0-3445-26457-94
Cola,Orangina-Schweppes,Soft Drink,539,1966,2141,-175,6/18/2021,Jade Durand,Ille-et-Vilaine,Rennes,35153,0-1030-88647-414
Green Tea,Coca-Cola France,Tea,71,2037,2392,-355,2/19/2023,Nathan Fournier,Lot-et-Garonne,Agen,47183,1-2883-76027-505
Herbal Tea,Pernod Ricard Soft,Tea,731,3058,2151,907,8/3/2023,Clémence Dubois,Allier,Moulins,03701,1-1016-40021-842
Green Tea,Orangina-Schweppes,Tea,573,9280,7576,1704,10/31/2022,Emma Leroy,Eure-et-Loir,Chartres,28556,1-1606-55796-227
Green Tea,Pernod Ricard Soft,Tea,284,992,796,196,1/23/2020,Arthur Muller,Seine-et-Marne,Melun,77433,1-9179-43823-942
Coffee,Pernod Ricard Soft,Coffee,670,3956,2470,1486,8/15/2020,Romain Roux,Sarthe,Le Mans,72428,0-5729-38816-908
Coffee,Coca-Cola France,Coffee,784,2278,1031,1247,9/29/2023,Lucas Rousseau,Gers,Auch,32098,0-9959-36922-602
Black Tea,Pernod Ricard Soft,Tea,389,3930,3219,711,6/7/2022,Julien Simon,Pyrénées-Orientales,Perpignan,66923,1-5985-34697-169
Vodka,Orangina-Schweppes,Alcoholic,86,5048,2430,2618,9/9/2021,Charlotte Vincent,Dordogne,Périgueux,24123,0-5788-79827-439
Lemonade,Pernod Ricard Soft,Soft Drink,465,10962,6369,4593,2/2/2021,Romain Gauthier,Loire-Atlantique,Nantes,44413,0-4377-32942-417
Green Tea,Pernod Ricard Soft,Tea,785,8664,8012,652,1/12/2020,Tom Rousseau,Cher,Bourges,18435,0-2981-77889-476
Beer,Pernod Ricard Soft,Alcoholic,224,6318,7437,-1119,12/4/2020,Axel Rousseau,Haut-Rhin,Colmar,68521,1-9315-61150-411
Coffee,Coca-Cola France,Coffee,281,8623,3821,4802,1/15/2022,Marie Durand,Vendée,La Roche-sur-Yon,85445,1-5577-90847-825
Herbal Tea,Orangina-Schweppes,Tea,338,1097,774,323,6/2/2022,Inès Girard,Val-d'Oise,Cergy,95220,1-3202-64831-185
Black Tea,Orangina-Schweppes,Tea,758,2500,2066,434,10/26/2022,Emma Fournier,Sarthe,Le Mans,72964,0-2904-96341-640
Herbal Tea,Orangina-Schweppes,Tea,92,2384,1682,702,10/8/2021,Zoé Dupont,Indre,Châteauroux,36978,0-1695-79637-653
Lemonade,Pernod Ricard Soft,Soft Drink,201,11323,11143,180,7/2/2022,Marie Bonnet,Jura,Lons-le-Saunier,39185,0-2255-36588-4
Beer,Orangina-Schweppes,Alcoholic,923,11530,7227,4303,9/10/2023,Sarah Laurent,Eure-et-Loir,Chartres,28858,1-4057-10544-922
Green Tea,Coca-Cola France,Tea,912,1080,512,568,10/9/2022,Raphaël Gauthier,Gironde,Bordeaux,33858,0-6502-23195-503
Black Tea,Orangina-Schweppes,Tea,789,2375,2791,-416,7/29/2023,Hugo Faure,Marne,Châlons-en-Champagne,51736,1-1504-38389-460
Beer,Orangina-Schweppes,Alcoholic,505,7621,3675,3946,8/7/2020,Noah Morel,Cantal,Aurillac,15665,0-5049-79828-473
Herbal Tea,Pernod Ricard Soft,Tea,310,9395,5771,3624,7/30/2023,Eva Vincent,Vaucluse,Avignon,84629,1-9375-92150-62
Vodka,Pernod Ricard Soft,Alcoholic,962,2868,1225,1643,5/8/2021,Arthur David,Marne,Châlons-en-Champagne,51309,0-6250-97914-675
Beer,Coca-Cola France,Alcoholic,523,6729,4974,1755,2/15/2022,Manon Dubois,Vosges,Épinal,88471,1-2641-46129-194
Lemonade,Coca-Cola France,Soft Drink,363,5055,6006,-951,4/21/2021,Tom Lefebvre,Allier,Moulins,03284,1-6077-31319-380
Beer,Coca-Cola France,Alcoholic,358,4176,3026,1150,12/7/2021,Alice Vincent,Eure-et-Loir,Chartres,28493,0-8322-28214-451
Vodka,Orangina-Schweppes,Alcoholic,454,5466,4435,1031,4/14/2022,Baptiste Rousseau,Meurthe-et-Moselle,Nancy,54321,0-7733-24459-533
Beer,Pernod Ricard Soft,Alcoholic,266,10908,10299,609,7/21/2021,Théo Thomas,Hérault,Montpellier,34381,1-7512-73730-514
Black Tea,Coca-Cola France,Tea,807,7165,4103,3062,4/22/2021,Liam Rousseau,Lot,Cahors,46151,0-4642-28964-134
Black Tea,Orangina-Schweppes,Tea,748,4992,3834,1158,11/13/2023,Raphaël Thomas,Meurthe-et-Moselle,Nancy,54447,0-4086-67104-604
Green Tea,Orangina-Schweppes,Tea,691,6988,4546,2442,1/22/2020,Lucas Muller,Vosges,Épinal,88069,0-6837-22805-538
Black Tea,Pernod Ricard Soft,Tea,838,4667,2012,2655,12/24/2022,Louise Rousseau,Yvelines,Versailles,78120,0-8001-96427-134
Vodka,Orangina-Schweppes,Alcoholic,985,5685,5459,226,4/17/2020,Léa Lefevre,Seine-Saint-Denis,Bobigny,93499,1-5000-96409-935
Green Tea,Pernod Ricard Soft,Tea,292,10414,12298,-1884,12/28/2020,Ethan Martin,Bouches-du-Rhône,Marseille,13183,1-6845-97806-885
Herbal Tea,Pernod Ricard Soft,Tea,498,7583,3362,4221,6/11/2022,Pierre Durand,Haute-Savoie,Annecy,74950,1-3017-60768-383
Coffee,Coca-Cola France,Coffee,394,4830,5442,-612,1/9/2022,Arthur Robert,Hautes-Pyrénées,Tarbes,65733,1-6156-60608-382
Cola,Pernod Ricard Soft,Soft Drink,777,10910,7625,3285,10/29/2023,Ethan Bertrand,Deux-Sèvres,Niort,79460,1-799-91345-660
Wine,Pernod Ricard Soft,Alcoholic,623,4981,5344,-363,8/16/2021,Chloé Richard,Haute-Loire,Le Puy-en-Velay,43567,0-6394-96603-196
Wine,Coca-Cola France,Alcoholic,608,10284,8867,1417,7/24/2021,Pierre Thomas,Ardèche,Privas,07330,0-3079-60465-362
Green Tea,Coca-Cola France,Tea,723,2432,1001,1431,9/1/2023,Noah Martin,Loir-et-Cher,Blois,41398,0-7616-38848-68
Wine,Coca-Cola France,Alcoholic,859,3453,1389,2064,12/1/2023,Arthur Fontaine,Loire,Saint-Étienne,42855,0-520-88893-126
Wine,Coca-Cola France,Alcoholic,111,8702,9779,-1077,8/12/2023,Manon Roux,Hauts-de-Seine,Nanterre,92303,1-7706-16564-103
Beer,Orangina-Schweppes,Alcoholic,155,11305,12412,-1107,5/16/2022,Inès Gauthier,Corse-du-Sud,Ajaccio,2A552,0-5207-62296-688
Beer,Orangina-Schweppes,Alcoholic,717,7083,3839,3244,11/12/2023,Charlotte David,Aveyron,Rodez,12027,0-3360-19108-934
Green Tea,Pernod Ricard Soft,Tea,981,10133,9246,887,11/21/2021,Ethan Bonnet,Charente-Maritime,La Rochelle,17627,1-1268-20369-166
Beer,Orangina-Schweppes,Alcoholic,490,8116,7235,881,10/26/2023,Clémence Faure,Vosges,Épinal,88464,0-7097-94012-690
Herbal Tea,Pernod Ricard Soft,Tea,429,1882,2227,-345,2/14/2021,Pauline Lefebvre,Ardèche,Privas,07182,1-1876-28857-554
Vodka,Pernod Ricard Soft,Alcoholic,167,10788,5100,5688,4/14/2020,Louis Leroy,Yvelines,Versailles,78537,1-3891-39068-345
Beer,Orangina-Schweppes,Alcoholic,70,1488,905,583,1/10/2023,Léonie Bonnet,Hautes-Alpes,Gap,05793,0-6093-61445-229
Black Tea,Orangina-Schweppes,Tea,406,10449,12297,-1848,4/13/2020,Liam Dubois,Loiret,Orléans,45128,0-1224-82641-213
Energy Drink,Coca-Cola France,Soft Drink,575,3792,2089,1703,5/22/2020,Léonie Dupont,Indre-et-Loire,Tours,37376,0-309-98363-504
Green Tea,Orangina-Schweppes,Tea,580,6477,4004,2473,11/17/2022,Pierre Muller,Orne,Alençon,61447,0-3737-69130-906
Lemonade,Pernod Ricard Soft,Soft Drink,392,7968,6998,970,10/24/2023,Louis Michel,Orne,Alençon,61862,0-9687-76889-289
Green Tea,Orangina-Schweppes,Tea,659,4763,3167,1596,6/8/2020,Camille Michel,Puy-de-Dôme,Clermont-Ferrand,63327,0-1553-97821-655
Energy Drink,Pernod Ricard Soft,Soft Drink,645,10744,7896,2848,10/15/2022,Eva Morel,Haute-Garonne,Toulouse,31504,0-6401-20959-595
Black Tea,Orangina-Schweppes,Tea,53,3041,1990,1051,11/29/2023,Gabriel Gauthier,Gard,Nîmes,30605,0-5861-84403-578
Black Tea,Orangina-Schweppes,Tea,757,11738,5792,5946,9/23/2021,Noah Lambert,Creuse,Guéret,23032,1-6880-21376-509
Lemonade,Orangina-Schweppes,Soft Drink,864,6666,3290,3376,2/3/2022,Pierre Bertrand,Gard,Nîmes,30397,1-9871-28070-589
Beer,Orangina-Schweppes,Alcoholic,481,10758,9007,1751,3/5/2020,Mathis Faure,Haute-Loire,Le Puy-en-Velay,43936,0-6385-68997-323
Vodka,Coca-Cola France,Alcoholic,190,9211,10201,-990,10/27/2023,Pierre Rousseau,Essonne,Évry-Courcouronnes,91735,0-8318-77672-747
Black Tea,Coca-Cola France,Tea,576,1433,1329,104,10/26/2020,Léonie Michel,Sarthe,Le Mans,72041,0-8089-40375-65
Energy Drink,Coca-Cola France,Soft Drink,712,5679,5045,634,8/28/2023,Lucie Simon,Loiret,Orléans,45276,1-1710-43468-671
Herbal Tea,Orangina-Schweppes,Tea,252,10451,9841,610,6/27/2020,Louise Lefebvre,Haut-Rhin,Colmar,68199,1-5306-89058-620
Cola,Coca-Cola France,Soft Drink,208,8193,7739,454,2/22/2020,Alice Laurent,Vaucluse,Avignon,84265,1-6728-60891-755
Herbal Tea,Orangina-Schweppes,Tea,60,10259,10583,-324,2/19/2022,Gabriel Fournier,Finistère,Quimper,29823,0-7071-27548-261
Lemonade,Orangina-Schweppes,Soft Drink,423,1269,621,648,10/30/2020,Alice Robert,Côte-d'Or,Dijon,21895,0-8630-92218-24
Wine,Pernod Ricard Soft,Alcoholic,92,4413,2094,2319,7/16/2020,Raphaël Vincent,Maine-et-Loire,Angers,49133,0-9708-83608-576
Cola,Pernod Ricard Soft,Soft Drink,719,9067,8784,283,3/17/2020,Louis Faure,Calvados,Caen,14655,1-8861-91675-50
Vodka,Orangina-Schweppes,Alcoholic,249,7369,7200,169,4/28/2023,Océane Simon,Ardennes,Charleville-Mézières,08429,0-5436-40154-798
Coffee,Orangina-Schweppes,Coffee,806,840,888,-48,11/30/2022,Camille Thomas,Haute-Loire,Le Puy-en-Velay,43794,1-1667-91965-458
Energy Drink,Pernod Ricard Soft,Soft Drink,882,11771,13373,-1602,1/1/2021,Nathan Morel,Lot,Cahors,46822,1-3778-52179-255
Green Tea,Coca-Cola France,Tea,546,9427,10322,-895,8/12/2021,Lucas Simon,Deux-Sèvres,Niort,79710,0-5099-68990-483
Green Tea,Pernod Ricard Soft,Tea,643,4053,2049,2004,6/18/2020,Léonie Fournier,Manche,Saint-Lô,50763,0-9080-62322-269
Green Tea,Orangina-Schweppes,Tea,150,7878,7377,501,2/29/2020,Antoine Robert,Doubs,Besançon,25866,1-9598-55591-361
Cola,Pernod Ricard Soft,Soft Drink,972,11161,9450,1711,9/30/2020,Baptiste Bernard,Allier,Moulins,03933,1-6012-28264-302
Energy Drink,Pernod Ricard Soft,Soft Drink,881,9580,4337,5243,8/4/2023,Antoine Michel,Haute-Saône,Vesoul,70931,1-4576-29179-890
Herbal Tea,Coca-Cola France,Tea,880,9708,10619,-911,12/15/2020,Manon Muller,Seine-et-Marne,Melun,77420,0-9646-33839-639
Green Tea,Orangina-Schweppes,Tea,847,8517,7537,980,11/21/2022,Julien Simon,Seine-et-Marne,Melun,77953,1-2762-61505-632
Beer,Coca-Cola France,Alcoholic,266,625,439,186,1/14/2021,Hugo Girard,Ain,Bourg-en-Bresse,01877,1-4012-52034-739
Lemonade,Coca-Cola France,Soft Drink,806,3110,1411,1699,12/23/2022,Léonie Leroy,Haute-Loire,Le Puy-en-Velay,43214,1-1356-95398-844
Black Tea,Pernod Ricard Soft,Tea,597,1622,1280,342,9/28/2023,Jade Bernard,Haute-Marne,Chaumont,52225,1-9919-17180-8
Herbal Tea,Pernod Ricard Soft,Tea,768,6311,6299,12,5/25/2023,Raphaël Leroy,Vendée,La Roche-sur-Yon,85718,1-8906-97044-846
Lemonade,Coca-Cola France,Soft Drink,295,3711,3251,460,11/8/2020,Clémence Fontaine,Ariège,Foix,09179,1-6333-70771-314
Lemonade,Coca-Cola France,Soft Drink,230,801,768,33,7/11/2021,Louise Morel,Gers,Auch,32505,1-1417-88385-41
Coffee,Coca-Cola France,Coffee,336,2224,998,1226,1/15/2020,Océane Vincent,Aude,Carcassonne,11042,0-3558-78463-811
Herbal Tea,Coca-Cola France,Tea,108,3179,1426,1753,7/26/2021,Louis Robert,Haute-Saône,Vesoul,70429,0-8714-42656-646
Energy Drink,Orangina-Schweppes,Soft Drink,725,8948,8260,688,2/24/2023,Mathis Vincent,Essonne,Évry-Courcouronnes,91238,0-4344-25163-298
Cola,Pernod Ricard Soft,Soft Drink,219,1691,1776,-85,10/4/2023,Zoé Thomas,Nord,Lille,59661,1-8431-57425-19
Energy Drink,Coca-Cola France,Soft Drink,445,9054,4967,4087,7/25/2023,Eva Lambert,Maine-et-Loire,Angers,49941,0-9191-31871-502
Beer,Orangina-Schweppes,Alcoholic,67,7686,6380,1306,11/8/2020,Lucie Thomas,Tarn,Albi,81317,0-8477-36633-998
Coffee,Coca-Cola France,Coffee,229,2490,2381,109,9/3/2020,Mathis Lambert,Aisne,Laon,02135,1-1260-40008-393
Coffee,Orangina-Schweppes,Coffee,940,10288,4211,6077,11/17/2020,Louise Lefevre,Yvelines,Versailles,78480,1-2809-19812-770
Wine,Pernod Ricard Soft,Alcoholic,99,8829,9240,-411,7/23/2020,Inès Simon,Savoie,Chambéry,73508,1-2830-90586-307
Cola,Orangina-Schweppes,Soft Drink,809,1171,862,309,1/26/2023,Noah Roux,Ardèche,Privas,07711,0-953-94066-657
Cola,Pernod Ricard Soft,Soft Drink,232,8069,6365,1704,9/25/2023,Zoé Muller,Tarn-et-Garonne,Montauban,82561,1-7603-49856-581
Black Tea,Coca-Cola France,Tea,712,5076,5428,-352,8/22/2020,Océane Girard,Ardennes,Charleville-Mézières,08474,1-9194-22799-842
Vodka,Pernod Ricard Soft,Alcoholic,986,11829,12600,-771,2/18/2023,Pauline Lambert,Pyrénées-Atlantiques,Pau,64851,0-6937-70357-939
Vodka,Coca-Cola France,Alcoholic,508,4945,3669,1276,3/26/2020,Charlotte Fontaine,Nièvre,Nevers,58844,1-5226-61662-627
