Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer County,Customer City,Customer Zip Code,Order ID
Stoney Tangawizi,Crown Beverages,Soft Drink,203,3276,6876,-3600,2020-01-02,Irene Wafula,Machakos,Syokimau,61208,KE-066-45063-99
Acacia Ridge Wine,Kericho Gold,Alcoholic,453,9948,2555,7393,2021-05-06,Brian Mugendi,Siaya,Syokimau,79302,KE-004-94377-04
Kenya Cane,Crown Beverages,Alcoholic,363,5886,2028,3858,2021-06-25,Abdi Owino,Kisii,Zimmerman,35776,KE-144-85708-67
Kericho Gold Green Tea,Crown Beverages,Tea,600,3640,1575,2065,2022-11-25,Faith Mutua,Trans-Nzoia,Marurui,67008,KE-099-89933-60
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,797,1429,5455,-4026,2020-10-17,Isaac Namakhwa,Uasin Gishu,Kitengela,15167,KE-051-38050-1
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,635,8213,6171,2042,2020-11-06,Odhiambo Gitau,Siaya,Naivasha,69631,KE-091-42203-81
Acacia Ridge Wine,Kericho Gold,Alcoholic,243,5429,1255,4174,2021-09-09,Hassan Waweru,Embu,Syokimau,48036,KE-087-99426-22
Tusker Lager,Kericho Gold,Alcoholic,627,4644,5862,-1218,2023-03-21,William Nyakundi,Kisumu,Miritini,69826,KE-107-88401-3
Burn Energy,Coca-Cola Kenya,Soft Drink,216,5301,7485,-2184,2020-02-09,Fatuma Akoth,Kisumu,South B,15834,KE-143-45886-10
Kericho Gold Herbal Tea,Crown Beverages,Tea,409,2370,4413,-2043,2020-06-10,Kalinda Kipchoge,Kisumu,Komarock,47288,KE-168-15189-29
Kericho Gold Black Tea,Crown Beverages,Tea,786,8454,983,7471,2020-01-22,Zawadi Ndegwa,Kisumu,Langata South,53595,KE-121-01819-16
Tusker Lager,Coca-Cola Kenya,Alcoholic,493,1920,665,1255,2020-06-10,Hilda Namburu,Kilifi,Githurai 44,12348,KE-132-14954-8
Dormans Coffee,Kericho Gold,Coffee,145,1565,5980,-4415,2021-07-31,Quentin Anyango,Nakuru,Njoro,63390,KE-003-58815-85
Burn Energy,Crown Beverages,Soft Drink,522,1776,6095,-4319,2020-02-11,Dida Nyakundi,Taita/Taveta,Zimmerman,18231,KE-048-75172-37
Dormans Coffee,Coca-Cola Kenya,Coffee,404,9373,2345,7028,2022-03-12,Amina Bosire,Taita/Taveta,Fedha,72195,KE-198-04630-26
Dormans Coffee,Kericho Gold,Coffee,206,4448,2823,1625,2022-01-01,William Achieng,Trans-Nzoia,Njoro,64689,KE-106-22230-55
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,159,5560,1305,4255,2021-06-10,Omar Waweru,Uasin Gishu,Milimani,70757,KE-090-71490-22
Dormans Coffee,Kericho Gold,Coffee,413,1505,6376,-4871,2021-10-28,Dorcas Bosire,Kericho,Komarock,40270,KE-024-99707-16
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,847,6274,7017,-743,2023-04-03,Faith Otieno,Mombasa,Ruaka,51311,KE-017-26954-49
Minute Maid Citrus,Crown Beverages,Soft Drink,807,4965,7923,-2958,2022-08-25,William Namakhwa,Migori,Changamwe,39215,KE-037-28484-94
Minute Maid Citrus,Kericho Gold,Soft Drink,572,4808,6137,-1329,2020-06-15,Juma Onyango,Kericho,Rongai,68886,KE-199-43519-93
Kericho Gold Black Tea,Kericho Gold,Tea,930,1812,6975,-5163,2022-02-02,Seline Anyango,Kericho,Lanet,44694,KE-069-20365-8
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,342,4035,5061,-1026,2020-02-22,Xavier Kiprotich,Machakos,Kayole,49358,KE-098-23760-9
Burn Energy,Kericho Gold,Soft Drink,247,7407,7922,-515,2022-12-08,Amina Bosire,Siaya,Roysambu,15073,KE-072-35666-07
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,620,8354,7559,795,2022-11-03,Njeri Gitau,Nakuru,Nakuru Town,40077,KE-085-92943-23
Dormans Coffee,Crown Beverages,Coffee,285,1860,1610,250,2021-12-11,Farouk Ogola,Kilifi,Kitengela,43310,KE-015-48046-49
Acacia Ridge Wine,Crown Beverages,Alcoholic,453,8610,1606,7004,2023-05-03,Moses Muigai,Trans-Nzoia,Bahati,61748,KE-091-78581-90
Kericho Gold Herbal Tea,Crown Beverages,Tea,177,3176,2660,516,2020-09-19,Njeri Mugendi,Siaya,Bahati,44782,KE-115-01248-9
Tusker Lager,Kericho Gold,Alcoholic,524,8361,5277,3084,2022-06-11,Samuel Mutua,Kilifi,Langata South,10561,KE-018-11974-99
Kenya Cane,Coca-Cola Kenya,Alcoholic,772,6930,3393,3537,2023-04-21,George Gitonga,Taita/Taveta,Parklands,79565,KE-183-87373-24
Kenya Cane,Crown Beverages,Alcoholic,441,6728,2431,4297,2023-03-10,Lilian Odhiambo,Mombasa,Mamboleo,40044,KE-080-26224-02
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,527,7743,917,6826,2022-02-14,Xavier Kipchoge,Kakamega,Kiambu,15314,KE-153-91897-40
Burn Energy,Coca-Cola Kenya,Soft Drink,309,4097,3919,178,2021-04-18,Isaac Barasa,Homa Bay,South C,39071,KE-194-43031-38
Acacia Ridge Wine,Kericho Gold,Alcoholic,466,7071,5423,1648,2021-02-03,Baraka Muriuki,Kakamega,Kiambu,68884,KE-073-07949-2
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,824,8869,1463,7406,2020-04-27,Omar Macharia,Trans-Nzoia,Kisauni,41323,KE-191-69185-57
Kericho Gold Green Tea,Crown Beverages,Tea,282,6562,1463,5099,2020-11-28,Akinyi Awuor,Nakuru,Marurui,62032,KE-016-51122-71
Stoney Tangawizi,Crown Beverages,Soft Drink,956,6774,4705,2069,2023-04-08,Fatuma Omar,Migori,Westlands,10294,KE-189-43284-0
Tusker Lager,Kericho Gold,Alcoholic,524,2523,2538,-15,2021-06-08,Pendo Kamau,Laikipia,Mwembe Tayari,66362,KE-144-24563-7
Minute Maid Citrus,Crown Beverages,Soft Drink,621,7374,3821,3553,2021-08-01,Yusuf Awuor,Nyeri,Tena,16260,KE-123-98067-60
Kericho Gold Herbal Tea,Crown Beverages,Tea,912,4514,504,4010,2020-03-01,George Maina,Uasin Gishu,Embakasi,19975,KE-186-76285-11
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,803,5418,6620,-1202,2022-03-06,Beatrice Gacheru,Siaya,Utawala,45865,KE-133-39700-99
Tusker Lager,Kericho Gold,Alcoholic,635,4531,2197,2334,2020-01-16,Baraka Macharia,Embu,Kondele,64624,KE-049-26420-44
Kericho Gold Black Tea,Crown Beverages,Tea,722,1011,7972,-6961,2023-07-09,Timothy Bosire,Meru,Milimani,12142,KE-024-41859-05
Kericho Gold Black Tea,Crown Beverages,Tea,748,7759,3358,4401,2022-05-04,George Mugendi,Nakuru,Syokimau,75765,KE-096-21795-82
Burn Energy,Coca-Cola Kenya,Soft Drink,140,1354,6061,-4707,2020-11-29,Farouk Macharia,Trans-Nzoia,Nakuru Town,50134,KE-066-47137-26
Stoney Tangawizi,Coca-Cola Kenya,Soft Drink,978,5423,7767,-2344,2020-01-11,Zipporah Bosire,Kericho,Lanet,16710,KE-170-45655-53
Dormans Coffee,Crown Beverages,Coffee,871,9504,4284,5220,2021-03-29,Hilda Mutua,Trans-Nzoia,Ruaraka,75095,KE-104-47572-64
Kenya Cane,Kericho Gold,Alcoholic,928,5351,5195,156,2022-02-17,Rashid Mwenda,Nakuru,Githurai 44,37972,KE-094-67674-75
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,780,1944,6024,-4080,2023-07-14,Irene Owino,Kisii,Manyatta,47690,KE-021-56031-68
Minute Maid Citrus,Crown Beverages,Soft Drink,742,3443,1310,2133,2020-09-21,Nancy Kuria,Migori,Githurai 44,25187,KE-116-77900-06
Dormans Coffee,Crown Beverages,Coffee,203,6453,3390,3063,2023-07-15,Josephine Kiprotich,Meru,Kayole,40780,KE-101-54700-25
Kenya Cane,Crown Beverages,Alcoholic,100,9206,1305,7901,2021-02-25,Baraka Kirimi,Kilifi,Roysambu,60990,KE-101-45476-1
Tusker Lager,Kericho Gold,Alcoholic,379,6446,2094,4352,2021-02-17,Hassan Barasa,Kericho,Magongo,53068,KE-136-50274-30
Kericho Gold Herbal Tea,Kericho Gold,Tea,652,5275,5069,206,2022-04-11,Rashid Omar,Homa Bay,Kisauni,33230,KE-036-11764-73
Kericho Gold Green Tea,Crown Beverages,Tea,315,1769,4003,-2234,2020-10-12,Brian Njoroge,Homa Bay,Changamwe,36248,KE-176-82810-5
Acacia Ridge Wine,Kericho Gold,Alcoholic,422,1204,6067,-4863,2022-09-09,Wanjiku Wafula,Siaya,South B,11862,KE-034-53853-30
Burn Energy,Crown Beverages,Soft Drink,197,5041,4899,142,2022-01-09,Zipporah Anyango,Bungoma,Parklands,66295,KE-162-26398-98
Tusker Lager,Coca-Cola Kenya,Alcoholic,821,8622,1090,7532,2020-07-05,Abdi Simiyu,Kericho,South C,20443,KE-116-45687-01
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,546,3450,4415,-965,2023-01-06,Kevin Ndegwa,Nairobi City,Komarock,53093,KE-093-70895-75
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,439,4219,7019,-2800,2021-05-04,Josephine Maina,Homa Bay,Karen,42190,KE-032-42523-15
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,858,2246,2594,-348,2021-06-03,Lydia Njiru,Siaya,Kiambu,72896,KE-083-32951-60
Kericho Gold Green Tea,Crown Beverages,Tea,402,3066,5491,-2425,2023-01-26,Kevin Wanjiru,Lamu,Thika,12711,KE-006-46226-81
Acacia Ridge Wine,Kericho Gold,Alcoholic,955,3556,2852,704,2021-11-06,Baraka Gitau,Kisii,Milimani,23036,KE-173-35743-87
Acacia Ridge Wine,Crown Beverages,Alcoholic,510,4108,5992,-1884,2021-08-07,Baraka Muigai,Nairobi City,South C,27023,KE-183-05862-62
Kenya Cane,Crown Beverages,Alcoholic,313,2714,2251,463,2020-07-09,Grace Omondi,Kiambu,Umoja,43841,KE-144-69978-8
Kenya Cane,Coca-Cola Kenya,Alcoholic,624,6630,7291,-661,2023-05-29,Timothy Mugendi,Kisii,Tena,32154,KE-020-76573-19
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,989,3929,2073,1856,2020-10-02,Amina Mburu,Lamu,Eastleigh,48314,KE-149-04169-6
Kericho Gold Black Tea,Kericho Gold,Tea,318,9622,6111,3511,2020-04-14,Timothy Namburu,Kakamega,Eastleigh,43697,KE-115-17592-87
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,915,6656,7875,-1219,2022-02-09,Martin Muigai,Machakos,South C,64470,KE-022-39599-79
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,389,6521,4073,2448,2021-10-24,Pendo Maina,Trans-Nzoia,Manyatta,31215,KE-134-93709-67
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,655,8544,5247,3297,2021-07-03,Faith Maina,Nairobi City,Lolwe,65895,KE-108-28688-41
Dormans Coffee,Kericho Gold,Coffee,736,1516,3487,-1971,2020-09-22,Chege Hassan,Kiambu,Kitengela,36750,KE-093-04751-00
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,465,9821,3047,6774,2021-08-28,Kevin Wanjiru,Uasin Gishu,Manyatta,31483,KE-068-55093-2
Acacia Ridge Wine,Kericho Gold,Alcoholic,216,8193,4076,4117,2021-03-30,Juma Wafula,Migori,Langata,57373,KE-182-99660-06
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,842,2663,6248,-3585,2021-11-01,Moses Namakhwa,Siaya,Magongo,22793,KE-193-70096-61
Stoney Tangawizi,Kericho Gold,Soft Drink,919,2708,6456,-3748,2022-08-26,Hilda Achieng,Garissa,Lolwe,47850,KE-007-29599-91
Dormans Coffee,Kericho Gold,Coffee,325,3927,3702,225,2023-01-19,Irene Muriuki,Kisumu,Rongai,50565,KE-187-91558-69
Tusker Lager,Coca-Cola Kenya,Alcoholic,438,9748,4576,5172,2021-12-17,Amina Ndegwa,Uasin Gishu,Naivasha,18990,KE-030-59172-42
Dormans Coffee,Coca-Cola Kenya,Coffee,547,8047,4271,3776,2021-12-01,Samuel Njiru,Taita/Taveta,Kasarani,19991,KE-125-52254-75
Tusker Lager,Crown Beverages,Alcoholic,650,7766,2024,5742,2021-03-29,Lilian Kiprotich,Bungoma,Milimani,30390,KE-101-06195-51
Burn Energy,Kericho Gold,Soft Drink,354,9116,5721,3395,2023-01-26,Beatrice Hassan,Nairobi City,South C,25917,KE-147-87136-07
Minute Maid Citrus,Kericho Gold,Soft Drink,916,6146,7150,-1004,2023-03-07,Kalinda Kirimi,Kisumu,Bahati,10436,KE-080-54476-36
Stoney Tangawizi,Kericho Gold,Soft Drink,133,4024,7256,-3232,2023-02-25,George Mutua,Taita/Taveta,Umoja,41398,KE-071-33071-10
Dormans Coffee,Kericho Gold,Coffee,498,8172,642,7530,2022-05-25,Usman Ali,Laikipia,Kisauni,18648,KE-051-77108-11
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,638,7933,2551,5382,2022-04-18,Njeri Macharia,Nyeri,Ruaka,45396,KE-026-78798-73
Minute Maid Citrus,Kericho Gold,Soft Drink,708,1855,4219,-2364,2022-10-07,Eunice Ndegwa,Garissa,Athi River,33458,KE-098-23523-52
Stoney Tangawizi,Coca-Cola Kenya,Soft Drink,177,7659,7380,279,2020-06-18,Joyce Gitau,Kilifi,Kasarani,24859,KE-103-04252-64
Kericho Gold Black Tea,Kericho Gold,Tea,699,2974,2969,5,2022-10-09,Usman Muriuki,Kilifi,Ruaraka,69151,KE-194-22557-48
Kericho Gold Black Tea,Kericho Gold,Tea,737,8325,3816,4509,2021-05-20,Dorcas Gacheru,Machakos,Langata South,54240,KE-100-15146-96
Stoney Tangawizi,Crown Beverages,Soft Drink,907,3066,1967,1099,2021-06-15,Yasmin Korir,Kiambu,Ngong,25917,KE-128-36416-4
Minute Maid Citrus,Kericho Gold,Soft Drink,936,7608,5864,1744,2020-12-31,Brian Gitonga,Trans-Nzoia,Karen,75596,KE-073-84838-77
Minute Maid Citrus,Crown Beverages,Soft Drink,273,4238,3903,335,2021-05-17,Dorcas Ogola,Kakamega,Fedha,70987,KE-065-79765-39
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,519,1015,2431,-1416,2023-05-12,Imani Gitonga,Taita/Taveta,Roysambu,76948,KE-064-53558-28
Kericho Gold Green Tea,Crown Beverages,Tea,864,4513,3730,783,2020-03-18,Xenia Adhiambo,Machakos,Eastleigh,26003,KE-005-33852-17
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,724,3112,4204,-1092,2021-06-06,Irene Kamau,Migori,Mwembe Tayari,73077,KE-097-45613-55
Tusker Lager,Coca-Cola Kenya,Alcoholic,800,4990,5675,-685,2020-09-11,Usman Kamau,Homa Bay,Parklands,46477,KE-004-82981-23
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,382,1303,3586,-2283,2020-04-11,Josephine Waweru,Kisumu,Ngong,20914,KE-116-54695-53
Kericho Gold Black Tea,Crown Beverages,Tea,670,6112,6211,-99,2020-01-18,Imani Achieng,Mombasa,Rongai,56695,KE-182-74641-51
Tusker Lager,Kericho Gold,Alcoholic,837,5703,4597,1106,2022-04-22,Josephine Korir,Uasin Gishu,Langata,22062,KE-010-37927-67
Tusker Lager,Kericho Gold,Alcoholic,276,1231,2459,-1228,2021-06-19,Hannah Anyango,Kiambu,Lolwe,56299,KE-149-80375-34
Kericho Gold Black Tea,Kericho Gold,Tea,309,9913,3844,6069,2023-03-06,Chebet Kimani,Homa Bay,Likoni,33120,KE-056-23888-18
Stoney Tangawizi,Kericho Gold,Soft Drink,530,6697,2581,4116,2020-01-22,Hilda Anyango,Mombasa,Kitengela,60840,KE-104-14573-91
Stoney Tangawizi,Crown Beverages,Soft Drink,993,7553,584,6969,2021-05-05,Yasmin Ali,Siaya,Syokimau,34811,KE-194-59548-17
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,964,9782,5181,4601,2022-09-12,Eunice Gitonga,Kisumu,Likoni,42804,KE-195-52832-57
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,770,5162,1666,3496,2020-11-24,Lilian Ogola,Kisii,Embakasi,12389,KE-193-35512-67
Kenya Cane,Coca-Cola Kenya,Alcoholic,756,4310,2924,1386,2022-01-31,Kalinda Waweru,Kilifi,Miritini,21327,KE-190-43814-56
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,529,9797,4311,5486,2021-08-29,Chege Mutua,Siaya,Langata,18314,KE-144-89989-80
Kericho Gold Black Tea,Crown Beverages,Tea,989,3772,2766,1006,2022-02-07,Lilian Bosire,Kilifi,Njoro,31271,KE-009-32624-18
Dormans Coffee,Kericho Gold,Coffee,967,9537,4863,4674,2020-01-31,William Bosire,Embu,Kilimani,29111,KE-152-48461-20
Acacia Ridge Wine,Kericho Gold,Alcoholic,261,6582,2968,3614,2022-07-10,Zipporah Omar,Homa Bay,Mamboleo,54839,KE-013-81329-25
Stoney Tangawizi,Kericho Gold,Soft Drink,973,5141,3322,1819,2020-03-09,Beatrice Njoroge,Kilifi,Miritini,31016,KE-048-95751-10
Dormans Coffee,Kericho Gold,Coffee,141,4565,7620,-3055,2022-03-21,Irene Kirimi,Kilifi,Westlands,78430,KE-140-61492-68
Kericho Gold Herbal Tea,Crown Beverages,Tea,347,7393,5702,1691,2020-02-10,Chebet Njoroge,Kisii,Athi River,35450,KE-068-67951-05
Kericho Gold Herbal Tea,Kericho Gold,Tea,415,9406,4409,4997,2023-01-11,Pendo Odhiambo,Nyeri,Changamwe,72742,KE-136-36827-84
Kenya Cane,Coca-Cola Kenya,Alcoholic,631,4697,6716,-2019,2023-05-03,Dorcas Kipchoge,Laikipia,Nakuru Town,56056,KE-017-83800-16
Minute Maid Citrus,Crown Beverages,Soft Drink,180,2702,4838,-2136,2022-03-25,Hassan Gitau,Nakuru,Manyatta,13904,KE-065-56188-48
Acacia Ridge Wine,Crown Beverages,Alcoholic,754,7649,7590,59,2021-05-07,Carol Ochieng,Trans-Nzoia,Athi River,54588,KE-011-01246-50
Dormans Coffee,Crown Beverages,Coffee,997,1065,2777,-1712,2021-03-27,Fatuma Wafula,Kilifi,Githurai,61023,KE-076-86046-99
Stoney Tangawizi,Crown Beverages,Soft Drink,167,3820,6995,-3175,2020-02-06,Xenia Anyango,Nakuru,Kiambu,66675,KE-121-80062-93
Kericho Gold Black Tea,Crown Beverages,Tea,308,3978,3173,805,2022-12-18,Carol Mwangi,Kakamega,Magongo,23575,KE-158-95784-30
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,253,8579,5798,2781,2020-09-17,Uchenna Muriuki,Siaya,Nakuru Town,77163,KE-123-36990-24
Burn Energy,Crown Beverages,Soft Drink,642,8473,2499,5974,2023-04-04,Lydia Cheruiyot,Siaya,Naivasha,62751,KE-110-85256-01
Kericho Gold Herbal Tea,Crown Beverages,Tea,640,8636,7385,1251,2020-10-15,Rose Muriuki,Migori,Marurui,37834,KE-078-51898-74
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,690,5193,1762,3431,2021-05-21,Uchenna Simiyu,Embu,Langata,31957,KE-137-57832-97
Kericho Gold Black Tea,Kericho Gold,Tea,429,1655,7107,-5452,2023-02-04,Lydia Mwenda,Laikipia,Lolwe,34922,KE-048-62490-26
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,776,3778,6018,-2240,2020-04-03,Chebet Gitonga,Siaya,Kitengela,73363,KE-175-64510-36
Tusker Lager,Crown Beverages,Alcoholic,163,7818,7748,70,2021-05-19,Dorcas Gacheru,Kakamega,Kiambu,18768,KE-006-54618-43
Kericho Gold Herbal Tea,Crown Beverages,Tea,926,4167,6628,-2461,2020-11-02,William Simiyu,Mombasa,Kitengela,39720,KE-066-76212-88
Dormans Coffee,Crown Beverages,Coffee,126,6587,6981,-394,2021-02-10,Dida Ochieng,Meru,Kisauni,74798,KE-112-97935-67
Kenya Cane,Coca-Cola Kenya,Alcoholic,383,3343,3760,-417,2023-05-06,Odhiambo Nyambura,Garissa,Lanet,70011,KE-103-70192-61
Kericho Gold Black Tea,Kericho Gold,Tea,536,7117,961,6156,2023-02-24,Pendo Kamau,Homa Bay,Fedha,60760,KE-095-23338-56
Kericho Gold Black Tea,Kericho Gold,Tea,643,7328,7952,-624,2022-08-29,Zawadi Kariuki,Mombasa,Kahawa West,52233,KE-021-83405-24
Tusker Lager,Kericho Gold,Alcoholic,591,6888,5760,1128,2023-02-09,Lilian Ogola,Nairobi City,Embakasi,58348,KE-076-88436-0
Minute Maid Citrus,Kericho Gold,Soft Drink,979,8323,2857,5466,2020-06-23,Brian Odhiambo,Nyeri,Naivasha,36098,KE-106-22617-8
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,497,1493,2293,-800,2021-11-08,George Awuor,Kakamega,Athi River,15500,KE-102-02958-72
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,650,1819,6895,-5076,2022-02-09,Gerald Kariuki,Nyeri,Eastleigh,14768,KE-058-61117-00
Minute Maid Citrus,Kericho Gold,Soft Drink,967,1348,6611,-5263,2023-07-13,Violet Simiyu,Uasin Gishu,South C,69363,KE-030-14809-82
Tusker Lager,Crown Beverages,Alcoholic,563,1900,5168,-3268,2022-10-02,Amina Waweru,Kisii,Kisauni,34652,KE-041-88432-1
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,160,3379,1239,2140,2020-12-20,Pendo Mugendi,Kakamega,South B,10487,KE-199-36928-78
Kericho Gold Black Tea,Crown Beverages,Tea,894,4794,3558,1236,2023-06-17,Zipporah Omondi,Machakos,Rongai,56585,KE-133-71187-53
Kericho Gold Green Tea,Kericho Gold,Tea,653,2034,3043,-1009,2020-02-18,Odhiambo Otieno,Nakuru,Jomvu,12244,KE-154-12502-30
Acacia Ridge Wine,Kericho Gold,Alcoholic,326,1364,6414,-5050,2023-01-19,Farouk Rotich,Nairobi City,Kahawa West,58829,KE-105-73348-71
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,199,4497,6047,-1550,2021-08-23,Kevin Mburu,Embu,Ruaraka,54397,KE-069-09042-15
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,933,6149,2339,3810,2022-12-21,Yusuf Kamau,Taita/Taveta,Njoro,64464,KE-181-95221-21
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,154,7558,1300,6258,2022-11-14,Zipporah Barasa,Kilifi,Bamburi,10974,KE-040-05261-90
Stoney Tangawizi,Coca-Cola Kenya,Soft Drink,530,7478,2182,5296,2023-01-16,Pendo Muriuki,Kiambu,Rongai,51309,KE-198-44745-88
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,866,8170,7281,889,2021-06-07,William Kariuki,Uasin Gishu,Westlands,70749,KE-017-25417-86
Acacia Ridge Wine,Kericho Gold,Alcoholic,396,7452,1904,5548,2021-04-14,Lydia Auma,Garissa,Thika,21170,KE-183-33444-64
Tusker Lager,Crown Beverages,Alcoholic,422,9597,7418,2179,2021-04-15,Omar Nyakundi,Kericho,Bahati,27574,KE-111-25105-83
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,816,3405,4268,-863,2022-08-31,Martin Kuria,Lamu,Langata,22579,KE-091-38297-65
Burn Energy,Coca-Cola Kenya,Soft Drink,803,6138,6727,-589,2023-07-09,Moses Onyango,Meru,Fedha,78224,KE-151-47162-08
Dormans Coffee,Crown Beverages,Coffee,816,2527,3822,-1295,2022-04-18,Chege Odhiambo,Laikipia,Manyatta,25269,KE-050-63161-73
Dormans Coffee,Coca-Cola Kenya,Coffee,621,8682,5577,3105,2022-05-06,Odhiambo Gitonga,Kericho,Eastleigh,27795,KE-062-69891-91
Stoney Tangawizi,Crown Beverages,Soft Drink,236,6312,1803,4509,2020-08-30,Brian Abdille,Siaya,Tena,72053,KE-043-64413-06
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,284,1464,4232,-2768,2023-06-20,Kevin Otieno,Trans-Nzoia,Mlolongo,74794,KE-039-95014-44
Kericho Gold Black Tea,Crown Beverages,Tea,667,1164,5410,-4246,2023-05-28,Amina Okoth,Kisumu,Miritini,54656,KE-113-41962-96
Kericho Gold Black Tea,Crown Beverages,Tea,238,5940,2721,3219,2022-05-28,Farouk Simiyu,Garissa,Milimani,25696,KE-146-91984-60
Kericho Gold Green Tea,Kericho Gold,Tea,422,4204,6167,-1963,2022-11-30,Martin Kamau,Taita/Taveta,South C,14257,KE-050-95965-33
Stoney Tangawizi,Kericho Gold,Soft Drink,927,8831,4795,4036,2023-07-19,Isaac Owino,Mombasa,Mwembe Tayari,51558,KE-003-63480-23
Kericho Gold Green Tea,Crown Beverages,Tea,872,9770,2824,6946,2023-03-26,Quentin Okoth,Kilifi,Njoro,42248,KE-096-33288-59
Tusker Lager,Kericho Gold,Alcoholic,605,9954,7648,2306,2023-04-09,Lydia Abdille,Nairobi City,Njoro,50902,KE-190-11970-50
Kericho Gold Herbal Tea,Crown Beverages,Tea,910,4834,1721,3113,2020-04-07,Pendo Achieng,Kilifi,South C,65789,KE-034-80358-37
Stoney Tangawizi,Kericho Gold,Soft Drink,707,1173,909,264,2021-11-09,Baraka Mutua,Kisumu,Karen,48463,KE-159-40924-6
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,542,9448,3112,6336,2020-03-11,Quentin Namburu,Machakos,Marurui,15103,KE-039-16517-81
Kenya Cane,Coca-Cola Kenya,Alcoholic,539,8805,3988,4817,2021-05-05,Beatrice Mburu,Migori,Ruaka,23968,KE-007-98468-15
Tusker Lager,Kericho Gold,Alcoholic,408,4481,5735,-1254,2021-04-05,Chebet Farah,Kilifi,Likoni,17197,KE-036-51639-96
Stoney Tangawizi,Kericho Gold,Soft Drink,166,2145,5653,-3508,2021-05-17,Patricia Macharia,Migori,Dandora,49348,KE-173-05961-69
Tusker Lager,Crown Beverages,Alcoholic,525,5727,4260,1467,2021-11-19,Abdi Adhiambo,Garissa,Njoro,27946,KE-076-24781-44
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,967,5551,5868,-317,2021-01-05,Odhiambo Korir,Lamu,Kondele,43853,KE-012-48777-45
Kericho Gold Herbal Tea,Kericho Gold,Tea,508,8528,7371,1157,2021-01-11,Brian Namburu,Bungoma,Roysambu,59752,KE-188-91715-49
Dormans Coffee,Kericho Gold,Coffee,624,7459,3304,4155,2023-05-23,Beatrice Hassan,Kilifi,Utawala,30058,KE-094-20950-22
Minute Maid Citrus,Crown Beverages,Soft Drink,225,8441,2872,5569,2021-11-04,Farouk Okoth,Kakamega,Kahawa West,46787,KE-125-13084-14
Minute Maid Citrus,Kericho Gold,Soft Drink,651,5469,6480,-1011,2020-03-01,Timothy Njoroge,Nakuru,Komarock,54556,KE-125-75623-39
Minute Maid Citrus,Kericho Gold,Soft Drink,403,1472,6041,-4569,2022-12-25,Beatrice Wafula,Garissa,Kisauni,64005,KE-021-37146-39
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,771,8399,5107,3292,2020-12-26,Yusuf Rotich,Nairobi City,Manyatta,19751,KE-061-73635-1
Kericho Gold Black Tea,Kericho Gold,Tea,680,2638,6154,-3516,2021-04-17,Tina Maina,Machakos,Buruburu,79594,KE-037-25185-67
Kenya Cane,Kericho Gold,Alcoholic,186,6378,7559,-1181,2023-07-04,Rashid Muriuki,Kiambu,Fedha,57682,KE-034-01872-55
Kenya Cane,Coca-Cola Kenya,Alcoholic,278,3290,1263,2027,2023-01-26,Xenia Kuria,Homa Bay,Tena,19845,KE-187-28775-83
